Arbitrage Opportunity: Chain = [('ETHTRY', 'sell'), ('ARBTRY', 'buy'), ('ARBETH', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('FDUSDUSDT', 'sell'), ('OMNIUSDT', 'buy'), ('OMNIFDUSD', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('FDUSDUSDT', 'sell'), ('MANTAUSDT', 'buy'), ('MANTAFDUSD', 'sell')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('SHIBFDUSD', 'buy'), ('SHIBDOGE', 'sell'), ('DOGEFDUSD', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('LAYERBTC', 'buy'), ('LAYERFDUSD', 'sell')], Profit Ratio = 1.0052
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('EIGENBTC', 'buy'), ('EIGENFDUSD', 'sell')], Profit Ratio = 1.0097
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('SBTC', 'buy'), ('SFDUSD', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('WBTC', 'buy'), ('WFDUSD', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('GALABTC', 'buy'), ('GALAFDUSD', 'sell')], Profit Ratio = 1.0049
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('OPBTC', 'buy'), ('OPFDUSD', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('DOGEBTC', 'buy'), ('DOGEFDUSD', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('OMNIBTC', 'buy'), ('OMNIFDUSD', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('ENSBTC', 'buy'), ('ENSFDUSD', 'sell')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('MANTABTC', 'buy'), ('MANTAFDUSD', 'sell')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('LDOBTC', 'buy'), ('LDOFDUSD', 'sell')], Profit Ratio = 1.0043
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('AEVOBTC', 'buy'), ('AEVOFDUSD', 'sell')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('AIBTC', 'buy'), ('AIFDUSD', 'sell')], Profit Ratio = 1.0093
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('PNUTBTC', 'buy'), ('PNUTFDUSD', 'sell')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('ENABTC', 'buy'), ('ENAFDUSD', 'sell')], Profit Ratio = 1.0085
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('ZKBTC', 'buy'), ('ZKFDUSD', 'sell')], Profit Ratio = 1.0059
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'buy'), ('USUALBTC', 'buy'), ('USUALFDUSD', 'sell')], Profit Ratio = 1.0049
Arbitrage Opportunity: Chain = [('NFPFDUSD', 'buy'), ('NFPTRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('BOMEFDUSD', 'buy'), ('BOMEUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('BOMEFDUSD', 'buy'), ('BOMEUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('ARKMFDUSD', 'buy'), ('ARKMBTC', 'sell'), ('BTCFDUSD', 'sell')], Profit Ratio = 1.0085
Arbitrage Opportunity: Chain = [('ARKMFDUSD', 'buy'), ('ARKMUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0058
Arbitrage Opportunity: Chain = [('ARKMFDUSD', 'buy'), ('ARKMUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0078
Arbitrage Opportunity: Chain = [('ARKMFDUSD', 'buy'), ('ARKMBNB', 'sell'), ('BNBFDUSD', 'sell')], Profit Ratio = 1.0080
Arbitrage Opportunity: Chain = [('ARKMFDUSD', 'buy'), ('ARKMTRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0078
Arbitrage Opportunity: Chain = [('ORCAFDUSD', 'buy'), ('ORCAUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('CYBERFDUSD', 'buy'), ('CYBERUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0052
Arbitrage Opportunity: Chain = [('CYBERFDUSD', 'buy'), ('CYBERETH', 'sell'), ('ETHFDUSD', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('CYBERFDUSD', 'buy'), ('CYBERTRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('IOFDUSD', 'buy'), ('IOUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0047
Arbitrage Opportunity: Chain = [('IOFDUSD', 'buy'), ('IOUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0047
Arbitrage Opportunity: Chain = [('IOFDUSD', 'buy'), ('IOTRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('BIOFDUSD', 'buy'), ('BIOUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0148
Arbitrage Opportunity: Chain = [('BIOFDUSD', 'buy'), ('BIOUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0191
Arbitrage Opportunity: Chain = [('BIOFDUSD', 'buy'), ('BIOBNB', 'sell'), ('BNBFDUSD', 'sell')], Profit Ratio = 1.0116
Arbitrage Opportunity: Chain = [('BIOFDUSD', 'buy'), ('BIOTRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0178
Arbitrage Opportunity: Chain = [('1000SATSFDUSD', 'buy'), ('1000SATSTRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('1000SATSFDUSD', 'buy'), ('1000SATSUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('PORTALFDUSD', 'buy'), ('PORTALBNB', 'sell'), ('BNBFDUSD', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('ORDIFDUSD', 'buy'), ('ORDIUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0045
Arbitrage Opportunity: Chain = [('ORDIFDUSD', 'buy'), ('ORDIUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0045
Arbitrage Opportunity: Chain = [('ORDIFDUSD', 'buy'), ('ORDITRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0030
Arbitrage Opportunity: Chain = [('PEOPLEFDUSD', 'buy'), ('PEOPLEBTC', 'sell'), ('BTCFDUSD', 'sell')], Profit Ratio = 1.0450
Arbitrage Opportunity: Chain = [('1000CATFDUSD', 'buy'), ('1000CATUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0196
Arbitrage Opportunity: Chain = [('1000CATFDUSD', 'buy'), ('1000CATUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0196
Arbitrage Opportunity: Chain = [('1000CATFDUSD', 'buy'), ('1000CATBNB', 'sell'), ('BNBFDUSD', 'sell')], Profit Ratio = 1.0170
Arbitrage Opportunity: Chain = [('1000CATFDUSD', 'buy'), ('1000CATTRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0169
Arbitrage Opportunity: Chain = [('LINKFDUSD', 'buy'), ('LINKTRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('XLMFDUSD', 'buy'), ('XLMBTC', 'sell'), ('BTCFDUSD', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('XLMFDUSD', 'buy'), ('XLMUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('XLMFDUSD', 'buy'), ('XLMUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('XLMFDUSD', 'buy'), ('XLMETH', 'sell'), ('ETHFDUSD', 'sell')], Profit Ratio = 1.0045
Arbitrage Opportunity: Chain = [('XLMFDUSD', 'buy'), ('XLMTRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('EGLDFDUSD', 'buy'), ('EGLDUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0030
Arbitrage Opportunity: Chain = [('EGLDFDUSD', 'buy'), ('EGLDUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('EGLDFDUSD', 'buy'), ('EGLDETH', 'sell'), ('ETHFDUSD', 'sell')], Profit Ratio = 1.0038
Arbitrage Opportunity: Chain = [('ETHFDUSD', 'buy'), ('GALAETH', 'buy'), ('GALAFDUSD', 'sell')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('AUCTIONFDUSD', 'buy'), ('AUCTIONBTC', 'sell'), ('BTCFDUSD', 'sell')], Profit Ratio = 1.0057
Arbitrage Opportunity: Chain = [('AUCTIONFDUSD', 'buy'), ('AUCTIONUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0060
Arbitrage Opportunity: Chain = [('XAIFDUSD', 'buy'), ('XAIUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0127
Arbitrage Opportunity: Chain = [('XAIFDUSD', 'buy'), ('XAITRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0085
Arbitrage Opportunity: Chain = [('TSTFDUSD', 'buy'), ('TSTTRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0067
Arbitrage Opportunity: Chain = [('TSTFDUSD', 'buy'), ('TSTUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0076
Arbitrage Opportunity: Chain = [('TSTFDUSD', 'buy'), ('TSTUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0076
Arbitrage Opportunity: Chain = [('STXFDUSD', 'buy'), ('STXBTC', 'sell'), ('BTCFDUSD', 'sell')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('STXFDUSD', 'buy'), ('STXUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0067
Arbitrage Opportunity: Chain = [('STXFDUSD', 'buy'), ('STXUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('STXFDUSD', 'buy'), ('STXBNB', 'sell'), ('BNBFDUSD', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('STXFDUSD', 'buy'), ('STXTRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('STRKFDUSD', 'buy'), ('STRKBTC', 'sell'), ('BTCFDUSD', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('STRKFDUSD', 'buy'), ('STRKUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('ANIMEFDUSD', 'buy'), ('ANIMEUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('LISTAFDUSD', 'buy'), ('LISTAUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0043
Arbitrage Opportunity: Chain = [('LISTAFDUSD', 'buy'), ('LISTATRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('NILFDUSD', 'buy'), ('NILTRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('WFDUSD', 'buy'), ('WUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('WFDUSD', 'buy'), ('WUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('WFDUSD', 'buy'), ('WTRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('MOVEFDUSD', 'buy'), ('MOVEBTC', 'sell'), ('BTCFDUSD', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('MOVEFDUSD', 'buy'), ('MOVEUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0058
Arbitrage Opportunity: Chain = [('MOVEFDUSD', 'buy'), ('MOVEUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0061
Arbitrage Opportunity: Chain = [('MOVEFDUSD', 'buy'), ('MOVEBNB', 'sell'), ('BNBFDUSD', 'sell')], Profit Ratio = 1.0055
Arbitrage Opportunity: Chain = [('MOVEFDUSD', 'buy'), ('MOVETRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('HIVEFDUSD', 'buy'), ('HIVEBTC', 'sell'), ('BTCFDUSD', 'sell')], Profit Ratio = 1.0056
Arbitrage Opportunity: Chain = [('HIVEFDUSD', 'buy'), ('HIVEUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0053
Arbitrage Opportunity: Chain = [('HIVEFDUSD', 'buy'), ('HIVEUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0057
Arbitrage Opportunity: Chain = [('HIVEFDUSD', 'buy'), ('HIVETRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('GALAFDUSD', 'buy'), ('GALABNB', 'sell'), ('BNBFDUSD', 'sell')], Profit Ratio = 1.1189
Arbitrage Opportunity: Chain = [('OPFDUSD', 'buy'), ('OPETH', 'sell'), ('ETHFDUSD', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('CATIFDUSD', 'buy'), ('CATIUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0069
Arbitrage Opportunity: Chain = [('CATIFDUSD', 'buy'), ('CATIUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('CATIFDUSD', 'buy'), ('CATITRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('FDUSDUSDC', 'sell'), ('TURBOUSDC', 'buy'), ('TURBOFDUSD', 'sell')], Profit Ratio = 1.2279
Arbitrage Opportunity: Chain = [('FDUSDUSDC', 'sell'), ('ACXUSDC', 'buy'), ('ACXFDUSD', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('FDUSDUSDC', 'sell'), ('LAYERUSDC', 'buy'), ('LAYERFDUSD', 'sell')], Profit Ratio = 1.0066
Arbitrage Opportunity: Chain = [('FDUSDUSDC', 'sell'), ('NOTUSDC', 'buy'), ('NOTFDUSD', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('FDUSDUSDC', 'sell'), ('PENGUUSDC', 'buy'), ('PENGUFDUSD', 'sell')], Profit Ratio = 1.0081
Arbitrage Opportunity: Chain = [('FDUSDUSDC', 'sell'), ('VANAUSDC', 'buy'), ('VANAFDUSD', 'sell')], Profit Ratio = 1.0095
Arbitrage Opportunity: Chain = [('FDUSDUSDC', 'sell'), ('PARTIUSDC', 'buy'), ('PARTIFDUSD', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('FDUSDUSDC', 'sell'), ('MANTAUSDC', 'buy'), ('MANTAFDUSD', 'sell')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('FDUSDUSDC', 'sell'), ('STRKUSDC', 'buy'), ('STRKFDUSD', 'sell')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('FDUSDUSDC', 'sell'), ('OMNIUSDC', 'buy'), ('OMNIFDUSD', 'sell')], Profit Ratio = 1.0063
Arbitrage Opportunity: Chain = [('ALTFDUSD', 'buy'), ('ALTBTC', 'sell'), ('BTCFDUSD', 'sell')], Profit Ratio = 1.0143
Arbitrage Opportunity: Chain = [('ALTFDUSD', 'buy'), ('ALTUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0095
Arbitrage Opportunity: Chain = [('ALTFDUSD', 'buy'), ('ALTUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0089
Arbitrage Opportunity: Chain = [('ALTFDUSD', 'buy'), ('ALTBNB', 'sell'), ('BNBFDUSD', 'sell')], Profit Ratio = 1.0092
Arbitrage Opportunity: Chain = [('ALTFDUSD', 'buy'), ('ALTTRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0097
Arbitrage Opportunity: Chain = [('IDEXFDUSD', 'buy'), ('IDEXBTC', 'sell'), ('BTCFDUSD', 'sell')], Profit Ratio = 1.2546
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('BANANABNB', 'buy'), ('BANANAFDUSD', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('LAYERBNB', 'buy'), ('LAYERFDUSD', 'sell')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('NEARBNB', 'buy'), ('NEARFDUSD', 'sell')], Profit Ratio = 1.0043
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('SBNB', 'buy'), ('SFDUSD', 'sell')], Profit Ratio = 1.0118
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('PARTIBNB', 'buy'), ('PARTIFDUSD', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('RUNEBNB', 'buy'), ('RUNEFDUSD', 'sell')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('NILBNB', 'buy'), ('NILFDUSD', 'sell')], Profit Ratio = 1.0100
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('RAYBNB', 'buy'), ('RAYFDUSD', 'sell')], Profit Ratio = 1.0030
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('BERABNB', 'buy'), ('BERAFDUSD', 'sell')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('PENGUBNB', 'buy'), ('PENGUFDUSD', 'sell')], Profit Ratio = 1.0108
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('VANABNB', 'buy'), ('VANAFDUSD', 'sell')], Profit Ratio = 1.0102
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('FETBNB', 'buy'), ('FETFDUSD', 'sell')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('ANIMEBNB', 'buy'), ('ANIMEFDUSD', 'sell')], Profit Ratio = 1.0039
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('KAITOBNB', 'buy'), ('KAITOFDUSD', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('ETCBNB', 'buy'), ('ETCFDUSD', 'sell')], Profit Ratio = 1.0030
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('SEIBNB', 'buy'), ('SEIFDUSD', 'sell')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('LISTABNB', 'buy'), ('LISTAFDUSD', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('POLBNB', 'buy'), ('POLFDUSD', 'sell')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('INJBNB', 'buy'), ('INJFDUSD', 'sell')], Profit Ratio = 1.0062
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('AIBNB', 'buy'), ('AIFDUSD', 'sell')], Profit Ratio = 1.0165
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('BCHBNB', 'buy'), ('BCHFDUSD', 'sell')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('BNBFDUSD', 'buy'), ('ENABNB', 'buy'), ('ENAFDUSD', 'sell')], Profit Ratio = 1.0095
Arbitrage Opportunity: Chain = [('SAGAFDUSD', 'buy'), ('SAGABTC', 'sell'), ('BTCFDUSD', 'sell')], Profit Ratio = 1.0072
Arbitrage Opportunity: Chain = [('SAGAFDUSD', 'buy'), ('SAGAUSDC', 'sell'), ('FDUSDUSDC', 'buy')], Profit Ratio = 1.0090
Arbitrage Opportunity: Chain = [('SAGAFDUSD', 'buy'), ('SAGAUSDT', 'sell'), ('FDUSDUSDT', 'buy')], Profit Ratio = 1.0093
Arbitrage Opportunity: Chain = [('SAGAFDUSD', 'buy'), ('SAGABNB', 'sell'), ('BNBFDUSD', 'sell')], Profit Ratio = 1.0098
Arbitrage Opportunity: Chain = [('SAGAFDUSD', 'buy'), ('SAGATRY', 'sell'), ('FDUSDTRY', 'buy')], Profit Ratio = 1.0083
Arbitrage Opportunity: Chain = [('UNIFDUSD', 'buy'), ('UNIBTC', 'sell'), ('BTCFDUSD', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('SEIBTC', 'sell'), ('BTCJPY', 'sell'), ('SEIJPY', 'buy')], Profit Ratio = 1.0070
Arbitrage Opportunity: Chain = [('SEIBTC', 'sell'), ('BNBBTC', 'buy'), ('SEIBNB', 'buy')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('SEIUSDC', 'sell'), ('USDCTRY', 'sell'), ('SEITRY', 'buy')], Profit Ratio = 1.0027
Arbitrage Opportunity: Chain = [('SEIUSDT', 'sell'), ('USDTTRY', 'sell'), ('SEITRY', 'buy')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('SEIUSDT', 'sell'), ('BNBUSDT', 'buy'), ('SEIBNB', 'buy')], Profit Ratio = 1.0052
Arbitrage Opportunity: Chain = [('SEIBNB', 'sell'), ('BNBJPY', 'sell'), ('SEIJPY', 'buy')], Profit Ratio = 1.0038
Arbitrage Opportunity: Chain = [('SEITRY', 'sell'), ('BNBTRY', 'buy'), ('SEIBNB', 'buy')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('SEIFDUSD', 'sell'), ('FDUSDTRY', 'sell'), ('SEITRY', 'buy')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('SEIFDUSD', 'sell'), ('BNBFDUSD', 'buy'), ('SEIBNB', 'buy')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('CYBERUSDT', 'sell'), ('BTCUSDT', 'buy'), ('CYBERBTC', 'buy')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('CYBERUSDT', 'sell'), ('ETHUSDT', 'buy'), ('CYBERETH', 'buy')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('CYBERUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('CYBERFDUSD', 'buy')], Profit Ratio = 1.0052
Arbitrage Opportunity: Chain = [('CYBERUSDT', 'sell'), ('BNBUSDT', 'buy'), ('CYBERBNB', 'buy')], Profit Ratio = 1.0052
Arbitrage Opportunity: Chain = [('CYBERETH', 'sell'), ('ETHFDUSD', 'sell'), ('CYBERFDUSD', 'buy')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('CYBERETH', 'sell'), ('BNBETH', 'buy'), ('CYBERBNB', 'buy')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('CYBERTRY', 'sell'), ('FDUSDTRY', 'buy'), ('CYBERFDUSD', 'buy')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('CYBERTRY', 'sell'), ('BTCTRY', 'buy'), ('CYBERBTC', 'buy')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('CYBERTRY', 'sell'), ('ETHTRY', 'buy'), ('CYBERETH', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('CYBERTRY', 'sell'), ('BNBTRY', 'buy'), ('CYBERBNB', 'buy')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('NTRNUSDT', 'sell'), ('USDTTRY', 'sell'), ('NTRNTRY', 'buy')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('NTRNUSDT', 'sell'), ('BNBUSDT', 'buy'), ('NTRNBNB', 'buy')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('MEMEUSDT', 'sell'), ('USDCUSDT', 'buy'), ('MEMEUSDC', 'buy')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('MEMETRY', 'sell'), ('USDCTRY', 'buy'), ('MEMEUSDC', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('ORDIUSDC', 'sell'), ('FDUSDUSDC', 'buy'), ('ORDIFDUSD', 'buy')], Profit Ratio = 1.0045
Arbitrage Opportunity: Chain = [('ORDIUSDC', 'sell'), ('BTCUSDC', 'buy'), ('ORDIBTC', 'buy')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('ORDIUSDT', 'sell'), ('BTCUSDT', 'buy'), ('ORDIBTC', 'buy')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('ORDIUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('ORDIFDUSD', 'buy')], Profit Ratio = 1.0045
Arbitrage Opportunity: Chain = [('ORDITRY', 'sell'), ('FDUSDTRY', 'buy'), ('ORDIFDUSD', 'buy')], Profit Ratio = 1.0030
Arbitrage Opportunity: Chain = [('ORDITRY', 'sell'), ('BTCTRY', 'buy'), ('ORDIBTC', 'buy')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('BEAMXTRY', 'sell'), ('USDCTRY', 'buy'), ('BEAMXUSDC', 'buy')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('BEAMXUSDT', 'sell'), ('USDCUSDT', 'buy'), ('BEAMXUSDC', 'buy')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('BLURUSDC', 'sell'), ('BTCUSDC', 'buy'), ('BLURBTC', 'buy')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('BLURUSDT', 'sell'), ('BTCUSDT', 'buy'), ('BLURBTC', 'buy')], Profit Ratio = 1.0043
Arbitrage Opportunity: Chain = [('BLURTRY', 'sell'), ('BTCTRY', 'buy'), ('BLURBTC', 'buy')], Profit Ratio = 1.0048
Arbitrage Opportunity: Chain = [('VANRYUSDC', 'sell'), ('BTCUSDC', 'buy'), ('VANRYBTC', 'buy')], Profit Ratio = 1.0044
